,gene,chrom
18474,Tll1,chr8
18476,Tln1,chr4
18478,Tln2,chr9
18480,Tlr1,chr5
18482,Tlr2,chr3
18484,Tlr3,chr8
18486,Tlr4,chr4
18488,Tlr5,chr1
18490,Tlr6,chr5
18492,Tm2d1,chr4
18494,Tm2d2,chr8
18496,Tm2d3,chr7
18498,Tm4sf1,chr3
18500,Tm6sf1,chr7
18502,Tm6sf2,chr8
18504,Tm7sf3,chr6
18506,Tm9sf1,chr14
18508,Tm9sf2,chr14
18510,Tm9sf3,chr19
18512,Tm9sf4,chr2
18514,Tmbim1,chr1
18516,Tmbim4,chr10
18518,Tmbim6,chr15
18520,Tmc4,chr7
18522,Tmc6,chr11
18524,Tmc7,chr7
18526,Tmc8,chr11
18528,Tmcc1,chr6
18530,Tmcc2,chr1
18532,Tmcc3,chr10
18534,Tmco3,chr8
18536,Tmco4,chr4
18538,Tmco6,chr18
18540,Tmed10,chr12
18542,Tmed1,chr9
18544,Tmed3,chr9
18546,Tmed4,chr11
18548,Tmed5,chr5
18550,Tmed7,chr18
18552,Tmed8,chr12
18554,Tmed9,chr13
18556,Tmeff1,chr4
18558,Tmeff2,chr1
18560,Tmem100,chr11
18562,Tmem101,chr11
18564,Tmem104,chr11
18566,Tmem106a,chr11
18568,Tmem106b,chr6
18570,Tmem106c,chr15
18572,Tmem107,chr11
18574,Tmem109,chr19
18576,Tmem110,chr14
18578,Tmem116,chr5
18580,Tmem117,chr15
18582,Tmem119,chr5
18584,Tmem11,chr11
18586,Tmem120a,chr5
18588,Tmem120b,chr5
18590,Tmem123,chr9
18592,Tmem126a,chr7
18594,Tmem126b,chr7
18596,Tmem127,chr2
18598,Tmem128,chr5
18600,Tmem129,chr5
18602,Tmem130,chr5
18604,Tmem131,chr1
18606,Tmem132a,chr19
18608,Tmem134,chr19
18610,Tmem135,chr7
18612,Tmem136,chr9
18614,Tmem138,chr19
18616,Tmem140,chr6
18618,Tmem141,chr2
18620,Tmem143,chr7
18622,Tmem144,chr3
18624,Tmem147,chr7
18626,Tmem14c,chr13
18628,Tmem151a,chr19
18630,Tmem151b,chr17
18632,Tmem154,chr3
18634,Tmem158,chr9
18636,Tmem159,chr7
18638,Tmem161a,chr8
18640,Tmem161b,chr13
18642,Tmem164,chrX
18644,Tmem165,chr5
18646,Tmem167,chr13
18648,Tmem167b,chr3
18650,Tmem168,chr6
18652,Tmem170,chr8
18654,Tmem170b,chr13
18656,Tmem171,chr13
18658,Tmem173,chr18
18660,Tmem175,chr5
18662,Tmem176b,chr6
18664,Tmem177,chr1
18666,Tmem179,chr12
18668,Tmem179b,chr19
18670,Tmem17,chr11
18672,Tmem180,chr19
18674,Tmem183a,chr1
18676,Tmem184a,chr5
18678,Tmem184b,chr15
18680,Tmem184c,chr8
18682,Tmem186,chr16
18684,Tmem189,chr2
18686,Tmem18,chr12
18688,Tmem192,chr8
18690,Tmem194,chr10
18692,Tmem194b,chr1
18694,Tmem198,chr1
18696,Tmem199,chr11
18698,Tmem19,chr10
18700,Tmem200a,chr10
18702,Tmem201,chr4
18704,Tmem202,chr9
18706,Tmem203,chr2
18708,Tmem204,chr17
18710,Tmem205,chr9
18712,Tmem206,chr1
18714,Tmem208,chr8
18716,Tmem209,chr6
18718,Tmem214,chr5
18720,Tmem216,chr19
18722,Tmem218,chr9
18724,Tmem219,chr7
18726,Tmem222,chr4
18728,Tmem223,chr19
18730,Tmem231,chr8
18732,Tmem25,chr9
18734,Tmem26,chr10
18736,Tmem2,chr19
18738,Tmem30a,chr9
18740,Tmem30b,chr12
18742,Tmem33,chr5
18744,Tmem37,chr1
18746,Tmem38a,chr8
18748,Tmem38b,chr4
18750,Tmem39b,chr4
18752,Tmem40,chr6
18754,Tmem41a,chr16
18756,Tmem41b,chr7
18758,Tmem42,chr9
18760,Tmem43,chr6
18762,Tmem44,chr16
18764,Tmem45a,chr16
18766,Tmem47,chrX
18768,Tmem50a,chr4
18770,Tmem50b,chr16
18772,Tmem53,chr4
18774,Tmem55a,chr4
18776,Tmem55b,chr14
18778,Tmem57,chr4
18780,Tmem59,chr4
18782,Tmem59l,chr8
18784,Tmem5,chr10
18786,Tmem60,chr5
18788,Tmem62,chr2
18790,Tmem63a,chr1
18792,Tmem63b,chr17
18794,Tmem64,chr4
18796,Tmem65,chr15
18798,Tmem66,chr8
18800,Tmem67,chr4
18802,Tmem68,chr4
18804,Tmem69,chr4
18806,Tmem70,chr1
18808,Tmem79,chr3
18810,Tmem80,chr7
18812,Tmem81,chr1
18814,Tmem86a,chr7
18816,Tmem86b,chr7
18818,Tmem87a,chr2
18820,Tmem87b,chr2
18822,Tmem8,chr17
18824,Tmem8b,chr4
18826,Tmem97,chr11
18828,Tmem98,chr11
18830,Tmem9,chr1
18832,Tmem9b,chr7
18834,Tmf1,chr6
18836,Tmod2,chr9
18838,Tmod3,chr9
18840,Tmpo,chr10
18842,Tmppe,chr9
18844,Tmsb10,chr6
18846,Tmsb15b2,chrX
18848,Tmsb4x,chrX
18850,Tmtc2,chr10
18852,Tmtc3,chr10
18854,Tmtc4,chr14
18856,Tmub1,chr5
18858,Tmub2,chr11
18860,Tmx1,chr12
18862,Tmx3,chr18
18864,Tmx4,chr2
18866,Tnc,chr4
18868,Tnfaip1,chr11
18870,Tnfaip2,chr12
18872,Tnfaip3,chr10
18874,Tnfaip6,chr2
18876,Tnfaip8,chr18
18878,Tnfaip8l1,chr17
18880,Tnfrsf10b,chr14
18882,Tnfrsf11a,chr1
18884,Tnfrsf11b,chr15
18886,Tnfrsf12a,chr17
18888,Tnfrsf14,chr4
18890,Tnfrsf1a,chr6
18892,Tnfrsf1b,chr4
18894,Tnfrsf21,chr17
18896,Tnfrsf22,chr7
18898,Tnfrsf23,chr7
18900,Tnfrsf26,chr7
18902,Tnfrsf9,chr4
18904,Tnfsf11,chr14
18906,Tnfsf13b,chr8
18908,Tnfsf9,chr17
18910,Tnik,chr3
18912,Tnip1,chr11
18914,Tnip2,chr5
18916,Tnip3,chr6
18918,Tnk2,chr16
18920,Tnks1bp1,chr2
18922,Tnks2,chr19
18924,Tnks,chr8
18926,Tnmd,chrX
18928,Tnn,chr1
18930,Tnnc1,chr14
18932,Tnpo1,chr13
18934,Tnpo2,chr8
18936,Tnpo3,chr6
18938,Tnrc18,chr5
18940,Tnrc6a,chr7
18942,Tnrc6b,chr15
18944,Tnrc6c,chr11
18946,Tns1,chr1
18948,Tns3,chr11
18950,Tns4,chr11
18952,Tnxb,chr17
18954,Tob1,chr11
18956,Toe1,chr4
18958,Tollip,chr7
18960,Tom1l1,chr11
18962,Tom1l2,chr11
18964,Tomm22,chr15
18966,Tomm34,chr2
18968,Tomm6,chr17
18970,Tomm70a,chr16
18972,Tomm7,chr5
18974,Tonsl,chr15
18976,Top1,chr2
18978,Top1mt,chr15
18980,Top2a,chr11
18982,Top2b,chr14
18984,Top3a,chr11
18986,Top3b,chr16
18988,Topbp1,chr9
18990,Topors,chr4
18992,Tor1a,chr2
18994,Tor1aip1,chr1
18996,Tor1aip2,chr1
18998,Tor1b,chr2
19000,Tor2a,chr2
19002,Tor3a,chr1
19004,Tox4,chr14
19006,Tox,chr4
19008,Tpbg,chr9
19010,Tpcn1,chr5
19012,Tpcn2,chr7
19014,Tpd52,chr3
19016,Tpd52l1,chr10
19018,Tpd52l2,chr2
19020,Tpk1,chr6
19022,Tpm1,chr9
19024,Tpm2,chr4
19026,Tpm4,chr8
19028,Tpmt,chr13
19030,Tpp1,chr7
19032,Tpp2,chr1
19034,Tppp3,chr8
19036,Tppp,chr13
19038,Tpr,chr1
19040,Tpra1,chr6
19042,Tprgl,chr4
19044,Tprn,chr2
19046,Tpst1,chr5
19048,Tpst2,chr5
19050,Tpx2,chr2
19052,Tra2a,chr6
19054,Tra2b,chr16
19056,Tradd,chr8
19058,Traf2,chr2
19060,Traf3,chr12
19062,Traf3ip1,chr1
19064,Traf3ip2,chr10
19066,Traf6,chr2
19068,Traf7,chr17
19070,Trafd1,chr5
19072,Traip,chr9
19074,Trak1,chr9
19076,Trak2,chr1
19078,Tram1,chr1
19080,Tram1l1,chr3
19082,Tram2,chr1
19084,Trap1,chr16
19086,Trappc10,chr10
19088,Trappc2l,chr8
19090,Trappc3,chr4
19092,Trappc5,chr8
19094,Trappc6a,chr7
19096,Trappc6b,chr12
19098,Trappc8,chr18
19100,Trappc9,chr15
19102,Trdmt1,chr2
19104,Trem2,chr17
19106,Trerf1,chr17
19108,Trex1,chr9
19110,Trf,chr9
19112,Triap1,chr5
19114,Trib1,chr15
19116,Trib2,chr12
19118,Trib3,chr2
19120,Trim11,chr11
19122,Trim12c,chr7
19124,Trim13,chr14
19126,Trim16,chr11
19128,Trim21,chr7
19130,Trim23,chr13
19132,Trim24,chr6
19134,Trim25,chr11
19136,Trim26,chr17
19138,Trim27,chr13
19140,Trim29,chr9
19142,Trim2,chr3
19144,Trim30d,chr7
19146,Trim32,chr4
19148,Trim33,chr3
19150,Trim34a,chr7
19152,Trim35,chr14
19154,Trim36,chr18
19156,Trim37,chr11
19158,Trim38,chr13
19160,Trim39,chr17
19162,Trim3,chr7
19164,Trim41,chr11
19166,Trim44,chr2
19168,Trim45,chr3
19170,Trim46,chr3
19172,Trim47,chr11
19174,Trim56,chr5
19176,Trim59,chr3
19178,Trim62,chr4
19180,Trim65,chr11
19182,Trim66,chr7
19184,Trim68,chr7
19186,Trim71,chr9
19188,Trim8,chr19
19190,Trio,chr15
19192,Triobp,chr15
19194,Trip10,chr17
19196,Trip11,chr12
19198,Trip12,chr1
19200,Trip13,chr13
19202,Trip4,chr9
19204,Trip6,chr5
19206,Trit1,chr4
19208,Trmt112,chr19
19210,Trmt11,chr10
19212,Trmt12,chr15
19214,Trmt1,chr8
19216,Trmt2a,chr16
19218,Trmt2b,chrX
19220,Trmt5,chr12
19222,Trmt61a,chr12
19224,Trmt61b,chr17
19226,Trmt6,chr2
19228,Trmu,chr15
19230,Trnau1ap,chr4
19232,Trnp1,chr4
19234,Trnt1,chr6
19236,Tro,chrX
19238,Troap,chr15
19240,Trove2,chr1
19242,Trp53,chr11
19244,Trp53bp1,chr2
19246,Trp53bp2,chr1
19248,Trp53i11,chr2
19250,Trp53i13,chr11
19252,Trp53inp1,chr4
19254,Trp53inp2,chr2
19256,Trp53rk,chr2
19258,Trpc2,chr7
19260,Trpc4ap,chr2
19262,Trpm4,chr7
19264,Trpm7,chr2
19266,Trps1,chr15
19268,Trpt1,chr19
19270,Trpv2,chr11
19272,Trpv4,chr5
19274,Trrap,chr5
19276,Trub1,chr19
19278,Trub2,chr2
19280,Tsc1,chr2
19282,Tsc22d1,chr14
19284,Tsc22d2,chr3
19286,Tsc22d3,chrX
19288,Tsc22d4,chr5
19290,Tsc2,chr17
19292,Tsen15,chr1
19294,Tsen2,chr6
19296,Tsen34,chr7
19298,Tsen54,chr11
19300,Tsfm,chr10
19302,Tsg101,chr7
19304,Tsga10,chr1
19306,Tshz1,chr18
19308,Tshz2,chr2
19310,Tshz3,chr7
19312,Tsku,chr7
19314,Tslp,chr18
19316,Tsn,chr1
19318,Tspan11,chr6
19320,Tspan12,chr6
19322,Tspan13,chr12
19324,Tspan14,chr14
19326,Tspan15,chr10
19328,Tspan17,chr13
19330,Tspan2,chr3
19332,Tspan31,chr10
19334,Tspan33,chr6
19336,Tspan3,chr9
19338,Tspan5,chr3
19340,Tspan7,chrX
19342,Tspan9,chr6
19344,Tspo,chr15
19346,Tspyl1,chr10
19348,Tspyl2,chrX
19350,Tspyl3,chr2
19352,Tspyl4,chr10
19354,Tspyl5,chr15
19356,Tsr1,chr11
19358,Tsr2,chrX
19360,Tssc1,chr12
19362,Tssc4,chr7
19364,Tssk4,chr14
19366,Tssk6,chr8
19368,Tst,chr15
19370,Tsta3,chr15
19372,Tstd1,chr1
19374,Tstd2,chr4
19376,Ttbk2,chr2
19378,Ttc12,chr9
19380,Ttc13,chr8
19382,Ttc14,chr3
19384,Ttc17,chr2
19386,Ttc19,chr11
19388,Ttc1,chr11
19390,Ttc21b,chr2
19392,Ttc23,chr7
19394,Ttc26,chr6
19396,Ttc27,chr17
19398,Ttc28,chr5
19400,Ttc30a1,chr2
19402,Ttc30b,chr2
19404,Ttc32,chr12
19406,Ttc33,chr15
19408,Ttc38,chr15
19410,Ttc39b,chr4
19412,Ttc39c,chr18
19414,Ttc3,chr16
19416,Ttc4,chr4
19418,Ttc5,chr14
19420,Ttc7,chr17
19422,Ttc7b,chr12
19424,Ttc8,chr12
19426,Ttc9,chr12
19428,Ttc9c,chr19
19430,Ttf1,chr2
19432,Ttf2,chr3
19434,Tti1,chr2
19436,Ttk,chr9
19438,Ttl,chr2
19440,Ttll11,chr2
19442,Ttll12,chr15
19444,Ttll1,chr15
19446,Ttll3,chr6
19448,Ttll4,chr1
19450,Ttll5,chr12
19452,Ttll7,chr3
19454,Ttll9,chr2
19456,Ttpal,chr2
19458,Ttyh2,chr11
19460,Ttyh3,chr5
19462,Tubb2a-ps2,chr12
19464,Tubb2a,chr13
19466,Tubb2b,chr13
19468,Tubb3,chr8
19470,Tubb5,chr17
19472,Tubb6,chr18
19474,Tubd1,chr11
19476,Tube1,chr10
19478,Tubg1,chr11
19480,Tubg2,chr11
19482,Tubgcp2,chr7
19484,Tubgcp3,chr8
19486,Tubgcp4,chr2
19488,Tubgcp5,chr7
19490,Tubgcp6,chr15
19492,Tufm,chr7
19494,Tuft1,chr3
19496,Tug1,chr11
19498,Tulp3,chr6
19500,Tulp4,chr17
19502,Tusc1,chr4
19504,Tut1,chr19
19506,Twf1,chr15
19508,Twf2,chr9
19510,Twist1,chr12
19512,Twist2,chr1
19514,Twsg1,chr17
19516,Txk,chr5
19518,Txlna,chr4
19520,Txlnb,chr10
19522,Txlng,chrX
19524,Txn1,chr4
19526,Txn2,chr15
19528,Txndc11,chr16
19530,Txndc12,chr4
19532,Txndc15,chr13
19534,Txndc16,chr14
19536,Txnip,chr3
19538,Txnl1,chr18
19540,Txnl4a,chr18
19542,Txnl4b,chr8
19544,Txnrd1,chr10
19546,Txnrd2,chr16
19548,Txnrd3,chr6
19550,Tyk2,chr9
19552,Tyms,chr5
19554,Tyro3,chr2
19556,Tysnd1,chr10
19558,Tyw1,chr5
19560,Tyw3,chr3
19562,U2af1l4,chr7
19564,U2af2,chr7
19566,Uaca,chr9
19568,Uap1,chr1
19570,Uap1l1,chr2
19572,Uba1,chrX
19574,Uba2,chr7
19576,Uba3,chr6
19578,Uba5,chr9
19580,Uba6,chr5
19582,Uba7,chr9
19584,Ubac1,chr2
19586,Ubac2,chr14
19588,Ubap2,chr4
19590,Ubap2l,chr3
19592,Ubash3b,chr9
19594,Ubc,chr5
19596,Ube2b,chr11
19598,Ube2c,chr2
19600,Ube2cbp,chr9
19602,Ube2d1,chr10
19604,Ube2e2,chr14
19606,Ube2e3,chr2
19608,Ube2f,chr1
19610,Ube2h,chr6
19612,Ube2j1,chr4
19614,Ube2k,chr5
19616,Ube2l3,chr16
19618,Ube2n,chr10
19620,Ube2o,chr11
19622,Ube2q1,chr3
19624,Ube2q2,chr9
19626,Ube2r2,chr4
19628,Ube2s,chr7
19630,Ube2t,chr1
19632,Ube2v2,chr16
19634,Ube2w,chr1
19636,Ube2z,chr11
19638,Ube3a,chr7
19640,Ube3b,chr5
19642,Ube3c,chr5
19644,Ube4a,chr9
19646,Ube4b,chr4
19648,Ubfd1,chr7
19650,Ubiad1,chr4
19652,Ubl3,chr5
19654,Ubl5,chr9
19656,Ubl7,chr9
19658,Ublcp1,chr11
19660,Ubn1,chr16
19662,Ubn2,chr6
19664,Ubox5,chr2
19666,Ubp1,chr9
19668,Ubqln1,chr13
19670,Ubqln2,chrX
19672,Ubqln4,chr3
19674,Ubr1,chr2
19676,Ubr2,chr17
19678,Ubr3,chr2
19680,Ubr4,chr4
19682,Ubr5,chr15
19684,Ubr7,chr12
19686,Ubtd1,chr19
19688,Ubtd2,chr11
19690,Ubtf,chr11
19692,Ubxn11,chr4
19694,Ubxn1,chr19
19696,Ubxn2a,chr12
19698,Ubxn2b,chr4
19700,Ubxn4,chr1
19702,Ubxn6,chr17
19704,Ubxn7,chr16
19706,Ubxn8,chr8
19708,Uchl1,chr5
19710,Uchl3,chr14
19712,Uchl4,chr9
19714,Uchl5,chr1
19716,Uck1,chr2
19718,Uck2,chr1
19720,Uckl1,chr2
19722,Ucn2,chr9
19724,Ucp2,chr7
19726,Uevld,chr7
19728,Ufc1,chr1
19730,Ufd1l,chr16
19732,Ufm1,chr3
19734,Ufsp1,chr5
19736,Ufsp2,chr8
19738,Ugdh,chr5
19740,Uggt1,chr1
19742,Uggt2,chr14
19744,Ugp2,chr11
19746,Ugt1a7c,chr1
19748,Uhmk1,chr1
19750,Uhrf1,chr17
19752,Uhrf1bp1,chr17
19754,Uhrf1bp1l,chr10
19756,Uhrf2,chr19
19758,Uimc1,chr13
19760,Ulk1,chr5
19762,Ulk2,chr11
19764,Ulk3,chr9
19766,Ulk4,chr9
19768,Umps,chr16
19770,Unc119,chr11
19772,Unc119b,chr5
19774,Unc13b,chr4
19776,Unc45a,chr7
19778,Unc5b,chr10
19780,Unc5c,chr3
19782,Unc93b1,chr19
19784,Ung,chr5
19786,Unk,chr11
19788,Upb1,chr10
19790,Upf1,chr8
19792,Upf2,chr2
19794,Upf3a,chr8
19796,Upk1a,chr7
19798,Upp1,chr11
19800,Uprt,chrX
19802,Uqcr10,chr11
19804,Uqcrc1,chr9
19806,Uqcrc2,chr7
19808,Uqcrfs1,chr13
19810,Urb1,chr16
19812,Urb2,chr8
19814,Urgcp,chr11
19816,Uroc1,chr6
19818,Urod,chr4
19820,Uros,chr7
19822,Usf1,chr1
19824,Usf2,chr7
19826,Usmg5,chr19
19828,Uso1,chr5
19830,Usp10,chr8
19832,Usp11,chrX
19834,Usp12,chr5
19836,Usp13,chr3
19838,Usp14,chr18
19840,Usp15,chr10
19842,Usp16,chr16
19844,Usp18,chr6
19846,Usp19,chr9
19848,Usp1,chr4
19850,Usp20,chr2
19852,Usp21,chr1
19854,Usp22,chr11
19856,Usp24,chr4
19858,Usp25,chr16
19860,Usp27x,chrX
19862,Usp28,chr9
19864,Usp2,chr9
19866,Usp30,chr5
19868,Usp31,chr7
19870,Usp32,chr11
19872,Usp33,chr3
19874,Usp34,chr11
19876,Usp35,chr7
19878,Usp36,chr11
19880,Usp37,chr1
19882,Usp38,chr8
19884,Usp39,chr6
19886,Usp3,chr9
19888,Usp40,chr1
19890,Usp42,chr5
19892,Usp45,chr4
19894,Usp46,chr5
19896,Usp47,chr7
19898,Usp48,chr4
19900,Usp49,chr17
19902,Usp4,chr9
19904,Usp53,chr3
19906,Usp54,chr14
19908,Usp6nl,chr2
19910,Usp7,chr16
19912,Usp8,chr2
19914,Usp9x,chrX
19916,Uspl1,chr5
19918,Ust,chr10
19920,Utp11l,chr4
19922,Utp14a,chrX
19924,Utp15,chr13
19926,Utp18,chr11
19928,Utp20,chr10
19930,Utp23,chr15
19932,Utp3,chr5
19934,Utp6,chr11
19936,Utrn,chr10
19938,Uvrag,chr7
19940,Uxs1,chr1
19942,Uxt,chrX
19944,Vac14,chr8
19946,Vamp1,chr6
19948,Vamp2,chr11
19950,Vamp3,chr4
19952,Vamp4,chr1
19954,Vamp8,chr6
19956,Vangl1,chr3
19958,Vangl2,chr1
19960,Vapa,chr17
19962,Vapb,chr2
19964,Vars2,chr17
19966,Vash1,chr12
19968,Vash2,chr1
19970,Vasn,chr16
19972,Vasp,chr7
19974,Vat1,chr11
19976,Vat1l,chr8
19978,Vav2,chr2
19980,Vav3,chr3
19982,Vbp1,chrX
19984,Vcam1,chr3
19986,Vcan,chr13
19988,Vcl,chr14
19990,Vcp,chr4
19992,Vcpip1,chr1
19994,Vdac1,chr11
19996,Vdac2,chr14
19998,Vdr,chr15
20000,Vegfa,chr17
20002,Vegfb,chr19
20004,Vegfc,chr8
20006,Vezf1,chr11
20008,Vezt,chr10
20010,Vgf,chr5
20012,Vgll3,chr16
20014,Vgll4,chr6
20016,Vhl,chr6
20018,Vim,chr2
20020,Vipr1,chr9
20022,Vit,chr17
20024,Vkorc1,chr7
20026,Vkorc1l1,chr5
20028,Vldlr,chr19
20030,Vma21,chrX
20032,Vmac,chr17
20034,Vmn1r90,chr7
20036,Vmo1,chr11
20038,Vmp1,chr11
20040,Vnn1,chr10
20042,Vopp1,chr6
20044,Vprbp,chr9
20046,Vps13a,chr19
20048,Vps13b,chr15
20050,Vps13c,chr9
20052,Vps13d,chr4
20054,Vps16,chr2
20056,Vps18,chr2
20058,Vps25,chr11
20060,Vps26a,chr10
20062,Vps26b,chr9
20064,Vps29,chr5
20066,Vps33a,chr5
20068,Vps33b,chr7
20070,Vps35,chr8
20072,Vps36,chr8
20074,Vps37a,chr8
20076,Vps37b,chr5
20078,Vps37c,chr19
20080,Vps39,chr2
20082,Vps41,chr13
20084,Vps4a,chr8
20086,Vps4b,chr1
20088,Vps53,chr11
20090,Vps54,chr11
20092,Vps72,chr3
20094,Vps8,chr16
20096,Vrk1,chr12
20098,Vrk2,chr11
20100,Vrk3,chr7
20102,Vsig10,chr5
20104,Vti1a,chr19
20106,Vti1b,chr12
20108,Vwa1,chr4
20110,Vwa5a,chr9
20112,Vwce,chr19
20114,Wac,chr18
20116,Wapal,chr14
20118,Wars2,chr3
20120,Wars,chr12
20122,Wasf1,chr10
20124,Wasf2,chr4
20126,Wasf3,chr5
20128,Wasl,chr6
20130,Wbp1,chr6
20132,Wbp2,chr11
20134,Wbp4,chr14
20136,Wbp5,chrX
20138,Wbscr16,chr5
20140,Wbscr17,chr5
20142,Wbscr22,chr5
20144,Wbscr27,chr5
20146,Wdfy1,chr1
20148,Wdfy2,chr14
20150,Wdfy3,chr5
20152,Wdhd1,chr14
20154,Wdpcp,chr11
20156,Wdr11,chr7
20158,Wdr12,chr1
20160,Wdr13,chrX
20162,Wdr18,chr10
20164,Wdr19,chr5
20166,Wdr1,chr5
20168,Wdr24,chr17
20170,Wdr25,chr12
20172,Wdr26,chr1
20174,Wdr31,chr4
20176,Wdr33,chr18
20178,Wdr34,chr2
20180,Wdr35,chr12
20182,Wdr36,chr18
20184,Wdr37,chr13
20186,Wdr3,chr3
20188,Wdr41,chr13
20190,Wdr43,chr17
20192,Wdr45,chrX
20194,Wdr47,chr3
20196,Wdr48,chr9
20198,Wdr4,chr17
20200,Wdr54,chr6
20202,Wdr55,chr18
20204,Wdr59,chr8
20206,Wdr5,chr2
20208,Wdr5b,chr16
20210,Wdr60,chr12
20212,Wdr61,chr9
20214,Wdr62,chr7
20216,Wdr63,chr3
20218,Wdr70,chr15
20220,Wdr73,chr7
20222,Wdr74,chr19
20224,Wdr75,chr1
20226,Wdr76,chr2
20228,Wdr77,chr3
20230,Wdr78,chr4
20232,Wdr7,chr18
20234,Wdr82,chr9
20236,Wdr89,chr12
20238,Wdr8,chr4
20240,Wdr90,chr17
20242,Wdr91,chr6
20244,Wdr92,chr11
20246,Wdr96,chr19
20248,Wdsub1,chr2
20250,Wdtc1,chr4
20252,Wdyhv1,chr15
20254,Wee1,chr7
20256,Wfdc1,chr8
20258,Wfikkn1,chr17
20260,Wfs1,chr5
20262,Whamm,chr7
20264,Whrn,chr4
20266,Whsc1,chr5
20268,Whsc1l1,chr8
20270,Wibg,chr10
20272,Wipf1,chr2
20274,Wipf2,chr11
20276,Wipi1,chr11
20278,Wipi2,chr5
20280,Wisp1,chr15
20282,Wisp2,chr2
20284,Wls,chr3
20286,Wnk1,chr6
20288,Wnt16,chr6
20290,Wnt2b,chr3
20292,Wnt4,chr4
20294,Wnt5a,chr14
20296,Wnt5b,chr6
20298,Wrap53,chr11
20300,Wrb,chr16
20302,Wrn,chr8
20304,Wrnip1,chr13
20306,Wsb1,chr11
20308,Wsb2,chr5
20310,Wtap,chr17
20312,Wtip,chr7
20314,Wwc1,chr11
20316,Wwc2,chr8
20318,Wwox,chr8
20320,Wwp1,chr4
20322,Wwp2,chr8
20324,Wwtr1,chr3
20326,Xab2,chr8
20328,Xaf1,chr11
20330,Xbp1,chr11
20332,Xcr1,chr9
20334,Xdh,chr17
20336,Xiap,chrX
20338,Xist,chrX
20340,Xk,chrX
20342,Xkr5,chr8
20344,Xkr8,chr4
20346,Xpa,chr4
20348,Xpc,chr6
20350,Xpnpep1,chr19
20352,Xpnpep3,chr15
20354,Xpo1,chr11
20356,Xpo4,chr14
20358,Xpo5,chr17
20360,Xpo6,chr7
20362,Xpo7,chr14
20364,Xpot,chr10
20366,Xpr1,chr1
20368,Xrcc1,chr7
20370,Xrcc2,chr5
20372,Xrcc3,chr12
20374,Xrcc4,chr13
20376,Xrcc5,chr1
20378,Xrcc6,chr15
20380,Xrcc6bp1,chr10
20382,Xrn1,chr9
20384,Xrn2,chr2
20386,Xylb,chr9
20388,Xylt2,chr11
20390,Yaf2,chr15
20392,Yap1,chr9
20394,Yars2,chr16
20396,Yars,chr4
20398,Ybey,chr10
20400,Ybx1,chr4
20402,Ydjc,chr16
20404,Yeats2,chr16
20406,Yeats4,chr10
20408,Yes1,chr5
20410,Yif1a,chr19
20412,Yif1b,chr7
20414,Yipf1,chr4
20416,Yipf2,chr9
20418,Yipf4,chr17
20420,Yipf5,chr18
20422,Yipf6,chrX
20424,Ykt6,chr11
20426,Ylpm1,chr12
20428,Yme1l1,chr2
20430,Yod1,chr1
20432,Ypel1,chr16
20434,Ypel2,chr11
20436,Ypel3,chr7
20438,Ypel5,chr17
20440,Yrdc,chr4
20442,Ythdc1,chr5
20444,Ythdc2,chr18
20446,Ythdf1,chr2
20448,Ythdf2,chr4
20450,Ythdf3,chr3
20452,Ywhab,chr2
20454,Ywhae,chr11
20456,Ywhag,chr5
20458,Ywhaq,chr12
20460,Ywhaz,chr15
20462,Yy1,chr12
20464,Yy2,chrX
20466,Zadh2,chr18
20468,Zbed3,chr13
20470,Zbed6,chr1
20472,Zbp1,chr2
20474,Zbtb10,chr3
20476,Zbtb11,chr16
20478,Zbtb12,chr17
20480,Zbtb17,chr4
20482,Zbtb1,chr12
20484,Zbtb20,chr16
20486,Zbtb24,chr10
20488,Zbtb25,chr12
20490,Zbtb26,chr2
20492,Zbtb2,chr10
20494,Zbtb33,chrX
20496,Zbtb34,chr2
20498,Zbtb38,chr9
20500,Zbtb39,chr10
20502,Zbtb3,chr19
20504,Zbtb40,chr4
20506,Zbtb41,chr1
20508,Zbtb42,chr12
20510,Zbtb43,chr2
20512,Zbtb44,chr9
20514,Zbtb46,chr2
20516,Zbtb49,chr5
20518,Zbtb4,chr11
20520,Zbtb5,chr4
20522,Zbtb6,chr2
20524,Zbtb7a,chr10
20526,Zbtb7b,chr3
20528,Zbtb7c,chr18
20530,Zbtb8a,chr4
20532,Zbtb8os,chr4
20534,Zbtb9,chr17
20536,Zc3h10,chr10
20538,Zc3h11a,chr1
20540,Zc3h12a,chr4
20542,Zc3h12b,chrX
20544,Zc3h12c,chr9
20546,Zc3h13,chr14
20548,Zc3h14,chr12
20550,Zc3h15,chr2
20552,Zc3h18,chr8
20554,Zc3h4,chr7
20556,Zc3h6,chr2
20558,Zc3h7a,chr16
20560,Zc3h8,chr2
20562,Zc3hav1,chr6
20564,Zc3hav1l,chr6
20566,Zc3hc1,chr6
20568,Zc4h2,chrX
20570,Zcchc10,chr11
20572,Zcchc11,chr4
20574,Zcchc14,chr8
20576,Zcchc17,chr4
20578,Zcchc24,chr14
20580,Zcchc2,chr1
20582,Zcchc3,chr2
20584,Zcchc4,chr5
20586,Zcchc6,chr13
20588,Zcchc7,chr4
20590,Zcchc8,chr5
20592,Zcchc9,chr13
20594,Zcwpw1,chr5
20596,Zdhhc12,chr2
20598,Zdhhc13,chr7
20600,Zdhhc14,chr17
